target_times_s,target_times_f,response_times_s,response_times_f,resonse_diff_f
0.13333333333333333,16,0.3736460208892822,45,-29
0.13333333333333333,16,0.22393584251403809,27,-11
0.13333333333333333,16,0.22388601303100586,27,-11
4.266666666666667,512,3.9239981174468994,471,41
0.26666666666666666,32,0.3988800048828125,48,-16
0.13333333333333333,16,0.19069600105285645,23,-7
4.266666666666667,512,3.6989028453826904,444,68
0.13333333333333333,16,0.22401714324951172,27,-11
2.1333333333333333,256,1.3907389640808105,167,89
2.1333333333333333,256,1.2571630477905273,151,105
2.1333333333333333,256,1.4989309310913086,180,76
1.0666666666666667,128,1.023988962173462,123,5
4.266666666666667,512,3.190308094024658,383,129
0.5333333333333333,64,0.7238049507141113,87,-23
0.13333333333333333,16,0.10714006423950195,13,3
4.266666666666667,512,3.5657780170440674,428,84
0.13333333333333333,16,0.20723390579223633,25,-9
4.266666666666667,512,3.7655789852142334,452,60
0.5333333333333333,64,0.4488029479980469,54,10
1.0666666666666667,128,0.8489060401916504,102,26
4.266666666666667,512,3.265576124191284,392,120
1.0666666666666667,128,1.1155331134796143,134,-6
4.266666666666667,512,2.699004888534546,324,188
0.26666666666666666,32,0.28229618072509766,34,-2
0.5333333333333333,64,0.33235692977905273,40,24
2.1333333333333333,256,1.5489940643310547,186,70
2.1333333333333333,256,0.7738320827484131,93,163
1.0666666666666667,128,0.8074240684509277,97,31
1.0666666666666667,128,0.9155361652374268,110,18
0.5333333333333333,64,0.2740299701690674,33,31
0.26666666666666666,32,0.24073505401611328,29,3
0.26666666666666666,32,0.4073948860168457,49,-17
1.0666666666666667,128,0.5156581401824951,62,66
0.5333333333333333,64,0.6822779178619385,82,-18
4.266666666666667,512,3.590690851211548,431,81
0.5333333333333333,64,0.5988869667053223,72,-8
0.5333333333333333,64,0.3155539035797119,38,26
1.0666666666666667,128,0.9905269145965576,119,9
0.13333333333333333,16,0.14063310623168945,17,-1
0.5333333333333333,64,0.4322810173034668,52,12
0.26666666666666666,32,0.3239889144897461,39,-7
1.0666666666666667,128,0.31560492515563965,38,90
2.1333333333333333,256,0.8489170074462891,102,154
0.5333333333333333,64,0.40718579292297363,49,15
2.1333333333333333,256,1.1656990051269531,140,116
0.5333333333333333,64,0.6822509765625,82,-18
0.13333333333333333,16,0.5405387878417969,65,-49
0.26666666666666666,32,0.28227686882019043,34,-2
1.0666666666666667,128,0.6404409408569336,77,51
0.26666666666666666,32,0.16560101509094238,20,12
4.266666666666667,512,4.098842144012451,492,20
0.26666666666666666,32,0.332273006439209,40,-8
0.26666666666666666,32,0.28233814239501953,34,-2
2.1333333333333333,256,1.3406939506530762,161,95
0.26666666666666666,32,0.2236020565032959,27,5
1.0666666666666667,128,1.165492057800293,140,-12
2.1333333333333333,256,1.465595006942749,176,80
0.13333333333333333,16,0.33220410346984863,40,-24
4.266666666666667,512,2.882066011428833,346,166
2.1333333333333333,256,1.9154419898986816,230,26
